accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
75,1,4.97,creditcard,0.0,0
1648,1,4.92,creditcard,1192.0,0
14,1,4.89,paypal,0.0,0
658,1,4.51,paypal,0.0,0
529,1,5.04,creditcard,0.0,0
2,1,4.75,creditcard,1.0,0
2,1,4.92,creditcard,2.0,0
590,1,4.97,storecredit,519.0,0
180,1,5.04,creditcard,144.0,0
172,1,4.75,paypal,0.0,0
973,1,4.92,storecredit,273.0,0
133,1,5.04,creditcard,0.0,0
201,1,2.95,creditcard,201.0,0
1221,1,4.51,creditcard,36.0,0
11,1,4.92,creditcard,10.0,0
1781,1,4.75,creditcard,0.0,0
13,1,5.04,creditcard,0.0,0
983,1,4.92,creditcard,0.0,0
35,3,4.52,creditcard,22.0,0
525,1,4.88,paypal,0.0,0
293,1,5.03,creditcard,0.0,0
1276,1,5.03,creditcard,0.0,0
887,1,4.74,creditcard,886.0,0
273,1,4.97,creditcard,0.0,0
1030,1,5.04,creditcard,999.0,0
2,1,4.52,creditcard,2.0,0
363,3,4.75,creditcard,360.0,0
12,1,4.88,creditcard,0.0,0
2000,1,4.9,creditcard,918.0,0
965,1,4.74,paypal,0.0,0
968,1,5.04,creditcard,0.0,0
2000,1,4.92,paypal,268.0,0
2000,1,4.06,paypal,227.0,0
330,1,4.88,storecredit,0.0,0
75,1,4.84,creditcard,0.0,0
127,1,4.52,creditcard,127.0,0
240,1,4.75,paypal,0.0,0
1036,1,4.88,creditcard,0.0,0
1333,1,4.9,creditcard,0.0,0
2,1,4.52,creditcard,0.0,0
775,1,4.51,creditcard,0.0,0
373,1,4.84,storecredit,0.0,0
1932,1,4.74,creditcard,317.0,0
2000,1,4.92,creditcard,605.0,0
1476,1,4.51,creditcard,1358.0,0
1923,1,4.52,creditcard,2.0,0
2000,1,4.96,creditcard,7.0,0
619,1,4.46,creditcard,0.0,0
1758,1,5.03,creditcard,638.0,0
134,2,4.84,creditcard,134.0,0
750,1,3.07,creditcard,344.0,0
145,1,4.97,creditcard,0.0,0
519,2,4.92,paypal,0.0,0
874,1,5.02,creditcard,404.0,0
1977,1,4.52,paypal,625.0,0
121,2,4.52,creditcard,120.0,0
791,1,4.06,creditcard,0.0,0
2,1,4.74,creditcard,1.0,0
36,1,4.46,creditcard,0.0,0
732,1,4.74,creditcard,0.0,0
5,1,4.88,creditcard,0.0,0
1537,1,5.03,paypal,812.0,0
26,1,4.74,creditcard,0.0,0
17,1,4.97,creditcard,0.0,0
47,1,4.74,creditcard,0.0,0
184,1,4.84,creditcard,184.0,0
76,1,4.75,paypal,0.0,0
1569,1,4.96,creditcard,0.0,0
572,2,4.84,creditcard,0.0,0
10,1,4.97,creditcard,9.0,0
259,1,4.96,paypal,0.0,0
141,1,4.97,creditcard,141.0,0
431,1,5.04,creditcard,0.0,0
38,1,4.89,creditcard,37.0,0
10,1,5.04,paypal,0.0,0
2000,1,4.9,creditcard,0.0,0
149,1,4.52,creditcard,148.0,0
2000,1,4.92,creditcard,1250.0,0
2000,1,5.04,paypal,0.0,0
841,1,4.9,creditcard,0.0,0
2,1,4.75,creditcard,2.0,0
2,1,4.89,creditcard,2.0,0
37,1,4.75,paypal,0.0,0
2000,1,5.02,paypal,0.0,0
1978,1,4.92,creditcard,0.0,0
396,1,4.84,paypal,235.0,0
1505,1,4.46,creditcard,0.0,0
2000,1,4.51,creditcard,1.0,0
29,5,4.9,creditcard,0.0,0
2000,1,5.03,creditcard,0.0,0
73,1,4.89,paypal,0.0,0
78,1,4.96,creditcard,58.0,0
2000,1,4.52,creditcard,1091.0,0
1609,1,5.02,paypal,0.0,0
521,1,4.88,creditcard,209.0,0
52,1,4.84,creditcard,21.0,0
100,1,4.52,creditcard,100.0,0
1280,1,4.97,creditcard,0.0,0
1010,1,4.89,creditcard,1010.0,0
14,1,4.9,creditcard,1.0,0
52,1,4.9,paypal,28.0,0
151,1,4.89,creditcard,0.0,0
2000,1,4.75,creditcard,149.0,0
897,10,4.92,creditcard,339.0,0
125,1,4.74,paypal,0.0,0
18,1,4.75,creditcard,18.0,0
518,1,4.96,creditcard,0.0,0
2000,1,4.75,creditcard,3.0,0
1113,1,4.46,creditcard,0.0,0
1033,1,5.03,paypal,0.0,0
14,1,4.9,creditcard,14.0,0
2000,1,4.92,creditcard,668.0,0
321,1,4.92,creditcard,320.0,0
943,1,4.74,creditcard,0.0,0
2000,1,4.06,creditcard,1.0,0
815,1,4.89,creditcard,784.0,0
2000,1,4.89,storecredit,1365.0,0
726,1,5.02,paypal,0.0,0
14,1,4.9,storecredit,14.0,0
16,1,4.97,creditcard,0.0,0
1980,1,4.9,paypal,0.0,0
1376,1,5.04,creditcard,4.0,0
776,1,4.96,creditcard,0.0,0
2000,1,4.92,creditcard,0.0,0
511,1,5.03,paypal,344.0,0
46,1,4.9,creditcard,0.0,0
759,1,4.96,creditcard,0.0,0
174,1,4.75,creditcard,87.0,0
2000,1,5.02,creditcard,1374.0,0
55,1,4.89,paypal,0.0,0
2000,1,4.74,creditcard,1.0,0
1521,1,4.96,creditcard,2.0,0
1636,1,3.48,storecredit,999.0,0
1678,1,5.02,creditcard,0.0,0
1429,1,4.06,creditcard,502.0,0
63,1,4.52,paypal,62.0,0
3,1,4.89,creditcard,0.0,0
3,1,4.06,creditcard,3.0,0
2000,1,4.92,creditcard,0.0,0
2000,1,5.03,creditcard,452.0,0
726,1,4.92,creditcard,0.0,0
2000,1,3.58,creditcard,782.0,0
1,2,4.96,creditcard,0.0,1
41,1,5.02,paypal,0.0,0
1306,1,4.84,creditcard,25.0,0
2000,1,3.95,paypal,329.0,0
2000,1,4.46,creditcard,0.0,0
8,2,4.52,creditcard,7.0,0
16,1,4.74,creditcard,0.0,0
70,1,3.48,creditcard,70.0,0
2000,1,4.84,creditcard,649.0,0
237,1,4.75,creditcard,88.0,0
512,1,4.74,creditcard,145.0,0
105,2,4.89,creditcard,105.0,0
383,1,4.06,paypal,0.0,0
289,2,4.84,creditcard,2.0,0
4,1,4.88,paypal,4.0,0
1226,1,4.51,creditcard,1.0,0
24,1,4.88,paypal,23.0,0
2000,1,4.92,creditcard,0.0,0
907,1,4.89,creditcard,0.0,0
57,1,3.95,paypal,0.0,0
2000,1,4.51,creditcard,269.0,0
726,1,4.74,creditcard,0.0,0
2,10,4.46,creditcard,0.0,0
81,1,4.52,creditcard,81.0,0
6,1,4.97,creditcard,1.0,0
5,1,4.92,creditcard,4.0,0
1733,1,5.03,creditcard,452.0,0
1743,1,4.89,creditcard,368.0,0
231,1,4.88,creditcard,89.0,0
1053,1,4.89,creditcard,0.0,0
1692,1,4.92,creditcard,0.0,0
279,1,4.96,creditcard,70.0,0
1611,1,4.52,creditcard,0.0,0
119,1,4.96,creditcard,0.0,0
2000,1,4.84,paypal,310.0,0
9,1,4.52,paypal,8.0,0
46,1,4.52,creditcard,45.0,0
345,1,4.92,storecredit,0.0,0
1374,1,4.75,paypal,303.0,0
1979,1,4.75,creditcard,515.0,0
1783,1,5.02,creditcard,75.0,0
705,1,4.75,paypal,0.0,0
1597,1,4.84,creditcard,18.0,0
1559,1,4.75,creditcard,419.0,0
2000,1,4.9,paypal,15.0,0
1963,1,4.75,creditcard,1399.0,0
2000,1,4.06,paypal,390.0,0
162,1,4.84,paypal,162.0,0
1172,1,4.75,creditcard,0.0,0
2000,1,4.75,creditcard,1006.0,0
15,1,4.89,creditcard,0.0,0
1470,1,4.92,paypal,0.0,0
258,1,4.51,paypal,0.0,0
76,1,4.52,creditcard,76.0,0
1149,1,4.46,creditcard,0.0,0
2000,1,4.97,creditcard,0.0,0
2000,1,3.95,paypal,214.0,0
200,1,3.58,creditcard,200.0,0
1176,1,4.75,creditcard,1098.0,0
2000,1,4.96,creditcard,371.0,0
45,1,5.02,creditcard,44.0,0
98,1,4.89,storecredit,0.0,0
2000,1,4.74,creditcard,1.0,0
128,1,5.02,creditcard,0.0,0
2,1,4.06,paypal,0.0,0
21,1,4.92,paypal,0.0,0
1720,3,4.74,creditcard,620.0,0
1579,1,4.84,creditcard,0.0,0
1873,1,4.92,paypal,0.0,0
586,1,4.75,creditcard,0.0,0
1249,1,4.75,creditcard,2.0,0
563,1,4.74,creditcard,0.0,0
738,1,4.97,creditcard,0.0,0
1784,1,4.52,creditcard,0.0,0
1855,1,4.89,paypal,645.0,0
1852,1,4.97,paypal,0.0,0
11,1,4.75,paypal,10.0,0
1609,1,4.88,creditcard,0.0,0
75,1,5.04,creditcard,74.0,0
3,1,4.06,creditcard,2.0,0
26,1,3.58,storecredit,26.0,0
2000,1,4.92,creditcard,0.0,0
81,1,4.96,creditcard,81.0,0
96,2,4.52,creditcard,95.0,0
17,1,4.92,paypal,16.0,0
6,1,4.96,paypal,6.0,0
1708,1,4.51,creditcard,1207.0,0
231,1,4.84,paypal,0.0,0
2000,1,4.46,paypal,90.0,0
1185,1,4.75,creditcard,0.0,0
2000,1,4.75,creditcard,1696.0,0
1568,1,4.84,creditcard,1155.0,0
2000,1,4.92,creditcard,53.0,0
92,1,4.88,creditcard,92.0,0
135,1,4.75,paypal,0.0,0
506,1,4.92,creditcard,0.0,0
19,1,4.92,creditcard,3.0,0
1181,1,5.02,creditcard,0.0,0
2000,1,4.84,paypal,156.0,0
566,1,4.51,creditcard,492.0,0
2000,1,4.06,paypal,0.0,0
179,1,4.46,creditcard,158.0,0
1715,1,5.04,creditcard,898.0,0
1159,1,4.84,paypal,367.0,0
90,1,4.51,storecredit,9.0,0
1741,1,4.89,creditcard,4.0,0
493,1,3.48,creditcard,0.0,0
1223,1,4.97,creditcard,0.0,0
2,1,5.02,creditcard,1.0,0
42,1,4.92,creditcard,0.0,0
95,1,4.92,creditcard,94.0,0
65,2,4.52,creditcard,64.0,0
2000,1,4.97,creditcard,707.0,0
462,1,4.92,paypal,461.0,0
1102,1,4.9,paypal,0.0,0
1178,1,4.88,creditcard,0.0,0
1347,2,4.89,creditcard,0.0,0
2000,1,4.97,creditcard,0.0,0
123,1,4.75,creditcard,122.0,0
11,2,4.9,paypal,0.0,0
1302,1,4.84,paypal,0.0,0
431,1,4.75,creditcard,0.0,0
1462,1,4.89,storecredit,6.0,0
970,1,4.75,creditcard,107.0,0
133,1,4.89,creditcard,0.0,0
2000,1,4.97,creditcard,860.0,0
320,1,4.89,creditcard,300.0,0
1261,1,4.92,paypal,750.0,0
517,1,4.9,creditcard,0.0,0
1045,1,4.51,creditcard,0.0,0
1314,1,3.07,creditcard,0.0,0
1301,1,4.51,paypal,231.0,0
167,1,4.97,paypal,0.0,0
2,1,4.9,creditcard,2.0,0
1978,1,4.75,creditcard,0.0,0
2000,1,4.96,paypal,822.0,0
759,1,4.97,paypal,354.0,0
1508,1,4.96,creditcard,0.0,0
92,1,5.03,creditcard,92.0,0
134,1,4.75,storecredit,0.0,0
1926,1,4.52,storecredit,62.0,0
76,1,3.95,creditcard,0.0,0
4,2,4.89,paypal,0.0,0
1051,1,4.89,creditcard,223.0,0
6,11,4.74,creditcard,6.0,0
96,1,4.92,creditcard,96.0,0
851,1,3.95,creditcard,0.0,0
1524,2,4.96,creditcard,0.0,0
1591,1,5.02,creditcard,971.0,0
1634,1,4.96,paypal,85.0,0
144,1,4.97,creditcard,0.0,0
2000,1,4.89,paypal,3.0,0
144,1,4.9,creditcard,0.0,0
342,1,4.96,creditcard,0.0,0
715,1,4.75,creditcard,0.0,0
2000,1,4.97,paypal,1.0,0
46,1,4.89,paypal,46.0,0
1676,1,4.75,creditcard,684.0,0
1403,1,5.03,creditcard,0.0,0
79,1,4.89,paypal,79.0,0
2000,2,5.02,creditcard,744.0,0
2000,1,4.9,creditcard,398.0,0
2000,1,4.52,creditcard,908.0,0
775,1,4.88,creditcard,50.0,0
550,1,4.96,creditcard,0.0,0
1250,1,4.75,creditcard,1220.0,0
14,1,4.74,storecredit,0.0,0
1308,1,4.92,creditcard,0.0,0
1977,1,4.75,paypal,267.0,0
8,1,4.75,paypal,6.0,0
1762,1,4.75,creditcard,6.0,0
2000,2,4.92,creditcard,6.0,0
125,2,5.03,creditcard,0.0,0
1029,1,4.75,creditcard,684.0,0
1454,1,5.02,paypal,504.0,0
1223,1,4.52,storecredit,0.0,0
2,1,2.6,creditcard,0.0,0
1538,1,4.75,paypal,0.0,0
206,1,4.74,creditcard,0.0,0
119,1,4.96,storecredit,13.0,0
191,1,5.04,paypal,23.0,0
253,1,4.92,storecredit,0.0,0
29,1,3.95,creditcard,0.0,0
141,2,4.74,creditcard,0.0,0
2000,1,4.75,creditcard,15.0,0
469,1,5.04,paypal,0.0,0
615,1,4.92,creditcard,0.0,0
1752,1,4.9,creditcard,279.0,0
2000,1,4.51,paypal,0.0,0
879,1,2.95,creditcard,52.0,0
238,1,5.02,creditcard,0.0,0
1983,1,4.92,creditcard,0.0,0
66,1,4.92,creditcard,65.0,0
2000,1,4.74,creditcard,246.0,0
1713,1,4.92,creditcard,0.0,0
2,1,3.95,creditcard,2.0,0
1156,1,4.74,creditcard,274.0,0
91,1,4.75,creditcard,7.0,0
113,1,4.75,creditcard,113.0,0
9,1,4.97,creditcard,8.0,0
2000,1,4.52,creditcard,0.0,0
5,1,4.84,creditcard,5.0,0
1104,1,4.88,creditcard,0.0,0
739,1,4.92,creditcard,0.0,0
57,1,4.96,paypal,0.0,0
279,1,5.02,creditcard,278.0,0
1071,1,4.92,creditcard,2.0,0
945,1,3.48,creditcard,71.0,0
1179,1,5.04,creditcard,0.0,0
97,1,4.84,creditcard,96.0,0
1645,1,5.03,paypal,0.0,0
29,1,4.75,storecredit,0.0,0
1819,1,5.03,creditcard,0.0,0
1445,1,4.97,paypal,205.0,0
219,1,4.52,creditcard,219.0,0
2000,1,4.06,storecredit,717.0,0
894,1,4.51,storecredit,15.0,0
1104,1,5.04,paypal,144.0,0
2000,1,4.97,creditcard,263.0,0
211,1,4.84,creditcard,0.0,0
590,1,5.04,creditcard,106.0,0
6,1,4.51,paypal,6.0,0
2000,1,4.96,creditcard,4.0,0
317,1,4.88,paypal,17.0,0
129,1,4.52,creditcard,129.0,0
30,2,5.03,creditcard,7.0,0
1748,1,4.92,paypal,0.0,0
2000,1,4.52,paypal,0.0,0
1093,1,4.96,paypal,274.0,0
2,1,4.06,creditcard,1.0,0
2000,1,4.96,storecredit,0.0,0
77,1,4.89,creditcard,76.0,0
369,1,4.84,paypal,0.0,0
833,1,4.51,creditcard,0.0,0
122,1,4.84,creditcard,0.0,0
7,1,4.52,creditcard,7.0,0
594,1,4.74,paypal,0.0,0
454,1,4.74,creditcard,82.0,0
1081,1,5.04,creditcard,0.0,0
1593,1,4.92,creditcard,0.0,0
39,1,4.74,paypal,0.0,0
1887,1,4.97,creditcard,664.0,0
1298,1,4.9,creditcard,0.0,0
12,1,4.75,creditcard,12.0,0
1915,1,4.51,creditcard,1.0,0
20,1,4.92,creditcard,19.0,0
1316,1,4.97,paypal,1038.0,0
55,1,4.75,creditcard,0.0,0
3,1,4.75,storecredit,0.0,0
1373,1,5.02,creditcard,590.0,0
54,1,4.75,creditcard,53.0,0
124,1,4.52,creditcard,123.0,0
2000,1,5.03,creditcard,582.0,0
22,1,4.92,paypal,0.0,0
253,1,4.96,creditcard,0.0,0
241,1,4.97,creditcard,16.0,0
1634,1,4.75,paypal,0.0,0
1206,1,5.04,paypal,0.0,0
95,1,4.52,paypal,1.0,0
942,1,4.92,creditcard,1.0,0
2000,1,4.51,creditcard,74.0,0
1734,1,4.88,creditcard,0.0,0
2000,1,3.58,creditcard,150.0,0
26,1,4.89,paypal,0.0,0
1729,1,5.03,creditcard,0.0,0
1617,1,4.92,paypal,0.0,0
23,1,4.75,creditcard,0.0,0
45,1,4.75,paypal,0.0,0
37,1,4.46,storecredit,2.0,0
2000,1,4.46,storecredit,2.0,0
1291,1,4.46,creditcard,222.0,0
158,1,5.02,paypal,0.0,0
1031,1,3.58,creditcard,11.0,0
11,1,4.52,creditcard,11.0,0
30,1,4.92,creditcard,30.0,0
1195,2,4.75,creditcard,49.0,0
450,1,4.84,creditcard,0.0,0
36,1,4.92,creditcard,0.0,0
37,1,3.58,creditcard,36.0,0
1,1,4.89,creditcard,0.0,1
78,1,4.74,paypal,78.0,0
545,2,4.46,creditcard,545.0,0
3,1,4.51,paypal,3.0,0
1801,1,4.88,storecredit,1262.0,0
2000,1,4.06,paypal,26.0,0
7,1,4.97,creditcard,7.0,0
723,1,4.52,paypal,0.0,0
299,1,4.92,creditcard,162.0,0
1068,1,5.02,paypal,0.0,0
895,1,4.96,creditcard,0.0,0
743,1,4.89,creditcard,1.0,0
1537,1,4.9,creditcard,210.0,0
2,1,4.84,creditcard,1.0,0
2,1,4.74,creditcard,2.0,0
697,2,4.9,creditcard,12.0,0
2000,1,4.46,creditcard,439.0,0
2000,1,5.04,creditcard,640.0,0
357,1,4.84,creditcard,23.0,0
903,1,4.88,creditcard,456.0,0
2000,1,4.9,creditcard,215.0,0
2000,1,4.92,creditcard,438.0,0
219,1,4.84,paypal,0.0,0
10,1,5.03,paypal,0.0,0
1328,1,4.84,paypal,0.0,0
630,1,4.52,paypal,302.0,0
1583,1,4.74,storecredit,0.0,0
981,1,4.96,creditcard,187.0,0
2000,5,4.9,creditcard,212.0,0
915,1,5.03,creditcard,69.0,0
1852,1,4.52,paypal,0.0,0
266,1,4.92,creditcard,0.0,0
2000,1,4.89,creditcard,429.0,0
855,1,4.88,creditcard,84.0,0
90,1,4.74,creditcard,0.0,0
2000,1,5.02,creditcard,309.0,0
1887,1,4.74,creditcard,0.0,0
157,1,3.07,paypal,0.0,0
32,1,4.51,paypal,0.0,0
1488,1,4.92,creditcard,0.0,0
1895,1,4.97,creditcard,328.0,0
1506,1,4.97,creditcard,1.0,0
2000,1,4.89,creditcard,0.0,0
1374,1,4.75,paypal,344.0,0
1708,1,4.97,creditcard,483.0,0
1590,1,4.92,creditcard,0.0,0
1797,1,4.52,paypal,586.0,0
2000,1,4.75,creditcard,1.0,0
885,1,4.9,creditcard,137.0,0
778,1,4.51,creditcard,0.0,0
132,1,4.92,creditcard,0.0,0
1628,1,4.92,creditcard,1628.0,0
223,1,4.75,creditcard,216.0,0
4,10,3.58,creditcard,4.0,0
54,1,4.9,paypal,0.0,0
373,1,5.02,creditcard,311.0,0
47,1,2.95,creditcard,47.0,0
4,1,5.02,paypal,4.0,0
2000,1,4.51,creditcard,218.0,0
712,1,4.84,creditcard,0.0,0
2000,1,4.92,creditcard,1165.0,0
714,1,4.89,storecredit,90.0,0
120,1,4.97,creditcard,0.0,0
291,1,4.51,creditcard,291.0,0
2000,1,4.74,creditcard,842.0,0
9,1,5.03,creditcard,9.0,0
1057,1,4.96,paypal,952.0,0
1780,1,4.92,creditcard,469.0,0
5,1,4.9,creditcard,0.0,0
1680,1,5.02,creditcard,335.0,0
1619,1,4.92,creditcard,139.0,0
1076,1,4.51,paypal,226.0,0
1575,1,4.51,creditcard,43.0,0
268,1,4.74,creditcard,0.0,0
2000,1,4.75,creditcard,37.0,0
594,1,4.97,creditcard,0.0,0
122,1,5.04,creditcard,0.0,0
288,1,4.92,creditcard,0.0,0
1627,1,4.74,creditcard,0.0,0
1565,1,5.04,creditcard,27.0,0
1861,1,5.03,creditcard,0.0,0
2000,1,4.92,creditcard,507.0,0
2000,1,4.74,paypal,328.0,0
943,1,4.88,creditcard,0.0,0
2000,1,4.89,paypal,7.0,0
1299,1,4.75,paypal,89.0,0
699,1,4.51,paypal,0.0,0
2000,1,4.89,creditcard,565.0,0
58,1,4.84,creditcard,58.0,0
2000,1,4.84,creditcard,226.0,0
802,5,4.52,paypal,234.0,0
3,1,5.04,creditcard,1.0,0
732,1,4.51,storecredit,559.0,0
2000,1,4.92,paypal,162.0,0
25,1,4.92,storecredit,0.0,0
194,1,4.96,creditcard,194.0,0
332,1,5.03,paypal,0.0,0
1524,3,3.07,creditcard,201.0,0
280,1,4.84,paypal,280.0,0
72,1,4.74,creditcard,0.0,0
143,1,4.75,creditcard,141.0,0
2,1,3.58,creditcard,2.0,0
2000,1,5.02,creditcard,11.0,0
1898,1,4.97,creditcard,0.0,0
485,1,4.97,paypal,484.0,0
722,1,4.92,paypal,294.0,0
1988,1,4.75,paypal,1.0,0
7,1,4.96,storecredit,7.0,0
2000,1,4.96,creditcard,0.0,0
260,1,4.96,creditcard,260.0,0
79,1,4.97,storecredit,0.0,0
2000,1,4.46,creditcard,57.0,0
596,1,5.03,creditcard,0.0,0
1816,1,4.96,creditcard,328.0,0
1809,1,4.92,paypal,0.0,0
1971,1,4.06,creditcard,0.0,0
1728,1,4.92,paypal,0.0,0
164,1,4.92,creditcard,163.0,0
105,1,5.03,creditcard,0.0,0
190,1,4.9,creditcard,2.0,0
26,1,4.89,creditcard,0.0,0
20,1,4.75,paypal,0.0,0
58,1,4.52,creditcard,57.0,0
2000,1,4.96,creditcard,422.0,0
1980,1,5.04,creditcard,0.0,0
52,1,5.03,creditcard,0.0,0
11,1,4.52,paypal,3.0,0
21,1,4.74,storecredit,20.0,0
657,1,4.97,creditcard,217.0,0
526,1,4.74,creditcard,507.0,0
558,1,4.75,creditcard,0.0,0
2000,1,4.92,paypal,377.0,0
231,1,4.9,creditcard,0.0,0
2000,1,4.46,paypal,53.0,0
125,1,4.96,creditcard,0.0,0
2000,1,4.92,paypal,0.0,0
13,1,4.96,creditcard,12.0,0
734,1,4.92,creditcard,2.0,0
1694,1,4.06,creditcard,0.0,0
1728,1,4.92,creditcard,36.0,0
358,1,5.02,creditcard,0.0,0
494,1,4.92,creditcard,322.0,0
3,1,4.9,creditcard,3.0,0
54,1,4.97,paypal,0.0,0
4,1,4.92,storecredit,0.0,0
1720,1,4.96,paypal,0.0,0
1,1,2.95,creditcard,0.0,1
6,1,5.04,paypal,0.0,0
1290,1,5.02,creditcard,0.0,0
69,1,4.89,paypal,69.0,0
353,1,4.9,creditcard,0.0,0
18,1,4.92,creditcard,0.0,0
1892,1,4.97,creditcard,1039.0,0
169,1,4.75,paypal,169.0,0
122,1,4.52,storecredit,0.0,0
1011,1,4.88,creditcard,593.0,0
189,1,4.92,creditcard,0.0,0
1056,1,4.96,creditcard,0.0,0
285,1,4.51,creditcard,0.0,0
31,2,4.92,creditcard,30.0,0
158,1,4.88,creditcard,138.0,0
637,1,4.88,creditcard,0.0,0
94,1,4.52,paypal,94.0,0
210,1,4.92,creditcard,0.0,0
1184,1,4.92,creditcard,0.0,0
2000,1,4.92,paypal,0.0,0
768,1,5.04,creditcard,29.0,0
1430,1,3.07,creditcard,0.0,0
989,1,4.46,creditcard,0.0,0
253,1,5.02,storecredit,0.0,0
83,1,4.96,storecredit,0.0,0
44,1,4.52,paypal,44.0,0
143,1,3.95,creditcard,142.0,0
48,1,4.9,creditcard,0.0,0
1540,1,5.03,creditcard,0.0,0
1522,1,4.74,creditcard,517.0,0
136,1,4.75,paypal,0.0,0
467,1,4.92,paypal,0.0,0
199,1,4.75,creditcard,0.0,0
1608,1,5.04,creditcard,0.0,0
54,1,4.89,storecredit,53.0,0
1449,1,4.92,creditcard,0.0,0
611,1,4.74,creditcard,101.0,0
2,1,4.9,paypal,2.0,0
2000,1,4.92,creditcard,618.0,0
563,1,3.48,paypal,0.0,0
1503,1,4.88,creditcard,0.0,0
1791,1,4.51,creditcard,0.0,0
148,1,4.92,creditcard,47.0,0
237,1,4.75,paypal,0.0,0
550,1,4.51,creditcard,142.0,0
63,1,4.92,paypal,62.0,0
33,1,5.03,paypal,0.0,0
273,1,4.89,creditcard,0.0,0
752,1,5.02,creditcard,0.0,0
1603,1,4.9,paypal,0.0,0
1879,1,4.75,creditcard,0.0,0
525,3,4.74,creditcard,525.0,0
2000,2,3.48,creditcard,97.0,0
2000,1,4.52,storecredit,34.0,0
341,1,4.84,creditcard,0.0,0
1493,1,4.51,creditcard,218.0,0
13,1,4.75,creditcard,12.0,0
18,1,5.02,storecredit,15.0,0
66,1,4.92,creditcard,0.0,0
2000,1,4.52,creditcard,45.0,0
87,1,5.02,creditcard,86.0,0
2000,1,4.75,creditcard,179.0,0
892,1,4.92,paypal,98.0,0
346,1,4.89,paypal,0.0,0
572,1,4.75,storecredit,0.0,0
262,1,5.03,creditcard,0.0,0
1589,1,5.02,creditcard,0.0,0
925,1,4.89,creditcard,316.0,0
157,1,4.88,creditcard,0.0,0
115,1,3.95,creditcard,109.0,0
248,1,4.75,creditcard,0.0,0
68,1,4.74,creditcard,0.0,0
2000,1,5.02,creditcard,0.0,0
2000,1,4.51,creditcard,1.0,0
137,1,4.96,creditcard,136.0,0
535,1,4.84,paypal,0.0,0
1644,1,4.51,creditcard,0.0,0
2000,1,3.48,creditcard,0.0,0
4,1,3.95,paypal,4.0,0
19,1,5.02,creditcard,0.0,0
673,1,4.97,paypal,242.0,0
49,2,5.03,creditcard,0.0,0
2000,1,4.75,creditcard,150.0,0
920,1,5.02,creditcard,149.0,0
2,1,4.06,creditcard,1.0,0
728,1,4.84,creditcard,0.0,0
20,1,4.96,creditcard,0.0,0
544,1,5.03,storecredit,0.0,0
2000,1,4.84,creditcard,85.0,0
2000,1,3.95,creditcard,201.0,0
2000,1,5.04,paypal,40.0,0
1470,1,4.9,creditcard,1.0,0
2000,1,4.97,paypal,253.0,0
3,1,5.03,paypal,2.0,0
1080,1,4.96,storecredit,0.0,0
591,1,4.75,paypal,194.0,0
1290,1,3.48,creditcard,0.0,0
1606,1,4.75,paypal,432.0,0
913,1,4.96,creditcard,0.0,0
2000,1,5.03,storecredit,1631.0,0
840,1,4.97,creditcard,0.0,0
2000,1,4.52,creditcard,148.0,0
5,1,4.84,paypal,0.0,0
994,1,4.84,creditcard,0.0,0
2000,1,4.75,paypal,251.0,0
1279,1,5.03,creditcard,0.0,0
1413,1,4.88,paypal,0.0,0
2000,1,4.74,creditcard,180.0,0
160,2,4.96,paypal,0.0,0
868,1,4.97,paypal,703.0,0
34,1,4.92,creditcard,0.0,0
1462,1,5.03,creditcard,727.0,0
947,1,5.03,creditcard,178.0,0
881,1,4.89,creditcard,219.0,0
2000,1,4.84,paypal,967.0,0
11,1,3.07,creditcard,0.0,0
563,1,4.74,creditcard,0.0,0
1663,1,4.96,creditcard,227.0,0
723,1,4.52,creditcard,128.0,0
648,1,4.97,creditcard,0.0,0
141,1,4.51,creditcard,0.0,0
2000,1,3.58,creditcard,568.0,0
1238,1,4.84,paypal,0.0,0
276,1,4.88,creditcard,243.0,0
7,1,3.58,paypal,6.0,0
852,1,4.75,paypal,0.0,0
2000,1,4.96,creditcard,1830.0,0
539,1,4.84,creditcard,532.0,0
2000,1,4.06,creditcard,0.0,0
2000,1,3.48,paypal,1502.0,0
815,1,5.02,creditcard,153.0,0
505,1,4.84,creditcard,0.0,0
24,2,4.9,creditcard,24.0,0
678,1,5.03,creditcard,677.0,0
543,1,4.06,creditcard,133.0,0
2000,1,5.02,creditcard,108.0,0
2000,1,5.04,paypal,464.0,0
1518,5,2.95,creditcard,16.0,0
97,1,4.52,creditcard,96.0,0
2000,1,4.96,paypal,660.0,0
1619,1,4.92,creditcard,0.0,0
87,1,4.75,creditcard,32.0,0
83,1,4.75,storecredit,73.0,0
2000,1,5.02,paypal,0.0,0
624,1,3.58,paypal,1.0,0
2000,1,4.92,creditcard,255.0,0
1650,1,4.84,paypal,0.0,0
780,1,3.95,creditcard,0.0,0
1170,1,5.02,creditcard,16.0,0
2,2,4.75,creditcard,1.0,0
2000,1,4.52,creditcard,1383.0,0
43,1,4.9,creditcard,43.0,0
2000,1,4.89,creditcard,716.0,0
508,1,5.03,creditcard,0.0,0
835,1,4.46,creditcard,0.0,0
1031,1,5.02,paypal,823.0,0
2000,1,4.46,creditcard,610.0,0
571,1,5.02,creditcard,490.0,0
1740,1,4.74,creditcard,0.0,0
245,1,4.51,creditcard,0.0,0
